Instruction,Word,song,valence,arousal,affectcat,songmark,pracwords.thisRepN,pracwords.thisTrialN,pracwords.thisN,pracwords.thisIndex,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,likekey.keys,likekey.rt,WordResponse.keys,WordResponse.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,space,11.497239984999396,,,,,,,,,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
,,,,,,,,,,,,,,,,,,,,,2,10.53421114699995,,,,,,,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
,,,,,,,,,,,,,,,,,,,,,,,3,6.383269346999441,,,,,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
,,,,,,,,,,,,,,,,,,,,,,,,,3,5.551414978001048,,,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ANXIOUS ,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,1,6.817335806999836,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,SAD,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,1,8.315822026001115,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,FRUSTRATED,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,1,1.1848108409994893,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,GUILTY,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,1,1.8350948330007668,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,SCARED,,,,,,0,4,4,11,,,,,,,,,,,,,,,,,1,1.4678177630012215,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ALERT,,,,,,0,5,5,8,,,,,,,,,,,,,,,,,1,4.467677754999386,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,TENDER,,,,,,0,6,6,10,,,,,,,,,,,,,,,,,3,3.3509566920001816,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ACTIVE,,,,,,0,7,7,9,,,,,,,,,,,,,,,,,1,3.267119353000453,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,EXCITED,,,,,,0,8,8,7,,,,,,,,,,,,,,,,,1,9.017131648000941,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ANGRY,,,,,,0,9,9,2,,,,,,,,,,,,,,,,,1,1.2012909459990624,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,HAPPY,,,,,,0,10,10,6,,,,,,,,,,,,,,,,,2,1.9023159349999332,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ASHAMED,,,,,,0,11,11,4,,,,,,,,,,,,,,,,,1,1.8186324810012593,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoF2.wav,1,2,2,2,,,,,0,0,0,1,0,0,0,3,,,1,13.916193139000825,2,6.867391019000934,,,1,2.9183568360003846,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoF2.wav,1,2,2,2,,,,,0,0,0,1,0,1,1,5,,,,,,,,,1,3.234857818999444,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoF2.wav,1,2,2,2,,,,,0,0,0,1,0,2,2,0,,,,,,,,,1,2.3657610430000204,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoF2.wav,1,2,2,2,,,,,0,0,0,1,0,3,3,7,,,,,,,,,2,1.7521140199987713,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoF2.wav,1,2,2,2,,,,,0,0,0,1,0,4,4,11,,,,,,,,,3,3.8175682609999058,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoF2.wav,1,2,2,2,,,,,0,0,0,1,0,5,5,1,,,,,,,,,4,2.2848627470011706,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoF2.wav,1,2,2,2,,,,,0,0,0,1,0,6,6,10,,,,,,,,,1,1.9840020419997018,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoF2.wav,1,2,2,2,,,,,0,0,0,1,0,7,7,2,,,,,,,,,1,3.3356546470004105,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoF2.wav,1,2,2,2,,,,,0,0,0,1,0,8,8,8,,,,,,,,,3,2.4018649919999007,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoF2.wav,1,2,2,2,,,,,0,0,0,1,0,9,9,4,,,,,,,,,1,2.1345179859999917,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoF2.wav,1,2,2,2,,,,,0,0,0,1,0,10,10,9,,,,,,,,,1,2.1523320579999563,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoF2.wav,1,2,2,2,,,,,0,0,0,1,0,11,11,6,,,,,,,,,1,1.8732328280002548,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
,,30MonoWAV/30MonoF2.wav,1,2,2,2,,,,,0,0,0,1,,,,,,,,,,,,,,,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoS2.wav,1,1,3,10,,,,,0,1,1,9,0,0,0,8,,,1,8.837569598999835,4,5.457986116998654,,,2,9.095818223000606,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoS2.wav,1,1,3,10,,,,,0,1,1,9,0,1,1,1,,,,,,,,,1,3.3550660830005654,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoS2.wav,1,1,3,10,,,,,0,1,1,9,0,2,2,2,,,,,,,,,1,1.1362582849997125,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoS2.wav,1,1,3,10,,,,,0,1,1,9,0,3,3,10,,,,,,,,,4,3.8090088949993515,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoS2.wav,1,1,3,10,,,,,0,1,1,9,0,4,4,7,,,,,,,,,2,2.0355573360011476,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoS2.wav,1,1,3,10,,,,,0,1,1,9,0,5,5,3,,,,,,,,,1,1.2353169199996046,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoS2.wav,1,1,3,10,,,,,0,1,1,9,0,6,6,6,,,,,,,,,2,7.067437921999954,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoS2.wav,1,1,3,10,,,,,0,1,1,9,0,7,7,0,,,,,,,,,3,1.999353314999098,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoS2.wav,1,1,3,10,,,,,0,1,1,9,0,8,8,4,,,,,,,,,1,1.7671353429996088,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoS2.wav,1,1,3,10,,,,,0,1,1,9,0,9,9,5,,,,,,,,,1,2.017645530999289,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoS2.wav,1,1,3,10,,,,,0,1,1,9,0,10,10,9,,,,,,,,,1,2.5676681360000657,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoS2.wav,1,1,3,10,,,,,0,1,1,9,0,11,11,11,,,,,,,,,1,2.5013857249996363,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
,,30MonoWAV/30MonoS2.wav,1,1,3,10,,,,,0,1,1,9,,,,,,,,,,,,,,,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoT2.wav,2,1,4,14,,,,,0,2,2,13,0,0,0,1,,,1,16.88252566600022,2,2.918413359000624,,,3,3.485928389000037,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoT2.wav,2,1,4,14,,,,,0,2,2,13,0,1,1,9,,,,,,,,,1,2.2344218939997518,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoT2.wav,2,1,4,14,,,,,0,2,2,13,0,2,2,4,,,,,,,,,1,5.168494482000824,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoT2.wav,2,1,4,14,,,,,0,2,2,13,0,3,3,6,,,,,,,,,2,2.9351814959991316,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoT2.wav,2,1,4,14,,,,,0,2,2,13,0,4,4,7,,,,,,,,,1,4.9011964189994615,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoT2.wav,2,1,4,14,,,,,0,2,2,13,0,5,5,2,,,,,,,,,2,5.28359657799956,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoT2.wav,2,1,4,14,,,,,0,2,2,13,0,6,6,3,,,,,,,,,3,3.251782433000699,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoT2.wav,2,1,4,14,,,,,0,2,2,13,0,7,7,8,,,,,,,,,3,1.716986547999113,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoT2.wav,2,1,4,14,,,,,0,2,2,13,0,8,8,10,,,,,,,,,2,2.5516092289999506,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoT2.wav,2,1,4,14,,,,,0,2,2,13,0,9,9,11,,,,,,,,,1,1.734820801000751,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoT2.wav,2,1,4,14,,,,,0,2,2,13,0,10,10,0,,,,,,,,,2,2.6016877350011782,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoT2.wav,2,1,4,14,,,,,0,2,2,13,0,11,11,5,,,,,,,,,1,1.9015015610002592,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
,,30MonoWAV/30MonoT2.wav,2,1,4,14,,,,,0,2,2,13,,,,,,,,,,,,,,,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoT4.wav,2,1,4,16,,,,,0,3,3,15,0,0,0,10,,,2,7.280726340000911,5,5.018260232000102,,,4,3.7192947330004245,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoT4.wav,2,1,4,16,,,,,0,3,3,15,0,1,1,1,,,,,,,,,1,2.3015470530008315,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoT4.wav,2,1,4,16,,,,,0,3,3,15,0,2,2,4,,,,,,,,,1,2.101200005999999,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoT4.wav,2,1,4,16,,,,,0,3,3,15,0,3,3,9,,,,,,,,,2,3.717195012000957,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoT4.wav,2,1,4,16,,,,,0,3,3,15,0,4,4,0,,,,,,,,,2,2.2015719470000477,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoT4.wav,2,1,4,16,,,,,0,3,3,15,0,5,5,6,,,,,,,,,4,2.4832226849994186,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoT4.wav,2,1,4,16,,,,,0,3,3,15,0,6,6,7,,,,,,,,,1,1.5851279280013841,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoT4.wav,2,1,4,16,,,,,0,3,3,15,0,7,7,3,,,,,,,,,1,1.5662674750001315,010,001,2019_May_08_1606,MusicAffectPsychophysiology2019,3.0.5,59.98258021926837,
