Instruction,Word,song,valence,arousal,affectcat,songmark,pracwords.thisRepN,pracwords.thisTrialN,pracwords.thisN,pracwords.thisIndex,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,likekey.keys,likekey.rt,WordResponse.keys,WordResponse.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,space,13.517317721998552,,,,,,,,,,,093,001,2019_Aug_29_1408,MusicAffectPsychophysiology2019,3.0.5,59.9351189129323,
,,,,,,,,,,,,,,,,,,,,,4,9.10282464697957,,,,,,,,,093,001,2019_Aug_29_1408,MusicAffectPsychophysiology2019,3.0.5,59.9351189129323,
,,,,,,,,,,,,,,,,,,,,,,,3,3.3359483540116344,,,,,,,093,001,2019_Aug_29_1408,MusicAffectPsychophysiology2019,3.0.5,59.9351189129323,
,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0698296040063724,,,,,093,001,2019_Aug_29_1408,MusicAffectPsychophysiology2019,3.0.5,59.9351189129323,
To what extent did the music make you feel ,ACTIVE,,,,,,0,0,0,9,,,,,,,,,,,,,,,,,3,6.236225745000411,,,093,001,2019_Aug_29_1408,MusicAffectPsychophysiology2019,3.0.5,59.9351189129323,
To what extent did the music make you feel ,SAD,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,1,3.234144321002532,,,093,001,2019_Aug_29_1408,MusicAffectPsychophysiology2019,3.0.5,59.9351189129323,
To what extent did the music make you feel ,FRUSTRATED,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,1,2.060935342015,,,093,001,2019_Aug_29_1408,MusicAffectPsychophysiology2019,3.0.5,59.9351189129323,
To what extent did the music make you feel ,HAPPY,,,,,,0,3,3,6,,,,,,,,,,,,,,,,,3,2.0521337969985325,,,093,001,2019_Aug_29_1408,MusicAffectPsychophysiology2019,3.0.5,59.9351189129323,
To what extent did the music make you feel ,GUILTY,,,,,,0,4,4,5,,,,,,,,,,,,,,,,,1,2.31906719901599,,,093,001,2019_Aug_29_1408,MusicAffectPsychophysiology2019,3.0.5,59.9351189129323,
To what extent did the music make you feel ,ALERT,,,,,,0,5,5,8,,,,,,,,,,,,,,,,,4,2.3356904329848476,,,093,001,2019_Aug_29_1408,MusicAffectPsychophysiology2019,3.0.5,59.9351189129323,
To what extent did the music make you feel ,EXCITED,,,,,,0,6,6,7,,,,,,,,,,,,,,,,,4,2.0425908470060676,,,093,001,2019_Aug_29_1408,MusicAffectPsychophysiology2019,3.0.5,59.9351189129323,
