Instruction,Word,song,valence,arousal,affectcat,songmark,pracwords.thisRepN,pracwords.thisTrialN,pracwords.thisN,pracwords.thisIndex,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,likekey.keys,likekey.rt,WordResponse.keys,WordResponse.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,space,7.384954612003639,,,,,,,,,087,001,2019_Aug_28_1511,MusicAffectPsychophysiology2019,3.0.5,60.28811570186866,
,,,,,,,,,,,,,,,,,,,,,4,4.067772837996017,,,,,,,087,001,2019_Aug_28_1511,MusicAffectPsychophysiology2019,3.0.5,60.28811570186866,
,,,,,,,,,,,,,,,,,,,,,,,4,2.5190157210163306,,,,,087,001,2019_Aug_28_1511,MusicAffectPsychophysiology2019,3.0.5,60.28811570186866,
,,,,,,,,,,,,,,,,,,,,,,,,,4,3.884948571008863,,,087,001,2019_Aug_28_1511,MusicAffectPsychophysiology2019,3.0.5,60.28811570186866,
To what extent did the music make you feel ,TENDER,,,,,,0,0,0,10,,,,,,,,,,,,,,,,,4,4.602208105992759,087,001,2019_Aug_28_1511,MusicAffectPsychophysiology2019,3.0.5,60.28811570186866,
To what extent did the music make you feel ,SAD,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,1,1.7360196340014227,087,001,2019_Aug_28_1511,MusicAffectPsychophysiology2019,3.0.5,60.28811570186866,
To what extent did the music make you feel ,FRUSTRATED,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,1,1.2331920000142418,087,001,2019_Aug_28_1511,MusicAffectPsychophysiology2019,3.0.5,60.28811570186866,
To what extent did the music make you feel ,EXCITED,,,,,,0,3,3,7,,,,,,,,,,,,,,,,,2,1.8832084509776905,087,001,2019_Aug_28_1511,MusicAffectPsychophysiology2019,3.0.5,60.28811570186866,
To what extent did the music make you feel ,ANXIOUS ,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,1,1.1022627679922152,087,001,2019_Aug_28_1511,MusicAffectPsychophysiology2019,3.0.5,60.28811570186866,
To what extent did the music make you feel ,SCARED,,,,,,0,5,5,11,,,,,,,,,,,,,,,,,1,1.0023154410009738,087,001,2019_Aug_28_1511,MusicAffectPsychophysiology2019,3.0.5,60.28811570186866,
To what extent did the music make you feel ,HAPPY,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,4,1.5703661630104762,087,001,2019_Aug_28_1511,MusicAffectPsychophysiology2019,3.0.5,60.28811570186866,
To what extent did the music make you feel ,ALERT,,,,,,0,7,7,8,,,,,,,,,,,,,,,,,1,2.0345344110100996,087,001,2019_Aug_28_1511,MusicAffectPsychophysiology2019,3.0.5,60.28811570186866,
To what extent did the music make you feel ,ACTIVE,,,,,,0,8,8,9,,,,,,,,,,,,,,,,,2,1.6026562080078293,087,001,2019_Aug_28_1511,MusicAffectPsychophysiology2019,3.0.5,60.28811570186866,
To what extent did the music make you feel ,ANGRY,,,,,,0,9,9,2,,,,,,,,,,,,,,,,,1,0.9352199480053969,087,001,2019_Aug_28_1511,MusicAffectPsychophysiology2019,3.0.5,60.28811570186866,
To what extent did the music make you feel ,ASHAMED,,,,,,0,10,10,4,,,,,,,,,,,,,,,,,1,1.0528660010022577,087,001,2019_Aug_28_1511,MusicAffectPsychophysiology2019,3.0.5,60.28811570186866,
To what extent did the music make you feel ,GUILTY,,,,,,0,11,11,5,,,,,,,,,,,,,,,,,1,0.6361899690236896,087,001,2019_Aug_28_1511,MusicAffectPsychophysiology2019,3.0.5,60.28811570186866,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoS1.wav,1,1,3,9,,,,,0,0,0,8,0,0,0,4,,,1,3.9859984859940596,2,1.8857131429831497,4,2.7691019030171447,1,1.8447964029910509,087,001,2019_Aug_28_1511,MusicAffectPsychophysiology2019,3.0.5,60.28811570186866,
