Instruction,Word,song,valence,arousal,affectcat,songmark,pracwords.thisRepN,pracwords.thisTrialN,pracwords.thisN,pracwords.thisIndex,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,likekey.keys,likekey.rt,WordResponse.keys,WordResponse.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,space,5.300464287982322,,,,,,,,,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
,,,,,,,,,,,,,,,,,,,,,1,4.635573995998129,,,,,,,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
,,,,,,,,,,,,,,,,,,,,,,,3,4.051623781997478,,,,,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
,,,,,,,,,,,,,,,,,,,,,,,,,2,2.1019220339949243,,,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,ASHAMED,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,3,3.8685102319868747,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,SCARED,,,,,,0,1,1,11,,,,,,,,,,,,,,,,,2,1.7186046169954352,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,HAPPY,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,3,1.2512627999822143,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,TENDER,,,,,,0,3,3,10,,,,,,,,,,,,,,,,,2,0.7848852250026539,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,GUILTY,,,,,,0,4,4,5,,,,,,,,,,,,,,,,,3,0.7169917160063051,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,ANGRY,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,2,0.9669251110171899,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,ALERT,,,,,,0,6,6,8,,,,,,,,,,,,,,,,,2,1.269481844996335,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,ANXIOUS ,,,,,,0,7,7,1,,,,,,,,,,,,,,,,,2,0.7178099240118172,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,ACTIVE,,,,,,0,8,8,9,,,,,,,,,,,,,,,,,2,0.9009484940033872,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,EXCITED,,,,,,0,9,9,7,,,,,,,,,,,,,,,,,2,0.8851126939989626,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,FRUSTRATED,,,,,,0,10,10,3,,,,,,,,,,,,,,,,,2,0.6519346889981534,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,SAD,,,,,,0,11,11,0,,,,,,,,,,,,,,,,,2,0.7842812260205392,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoH4.wav,2,2,1,8,,,,,0,0,0,7,0,0,0,8,,,1,6.645225157000823,2,1.9410849199921358,2,1.6684626379865222,2,1.61941556900274,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoH4.wav,2,2,1,8,,,,,0,0,0,7,0,1,1,5,,,,,,,,,2,0.8508083280175924,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoH4.wav,2,2,1,8,,,,,0,0,0,7,0,2,2,3,,,,,,,,,2,0.7513507989933714,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoH4.wav,2,2,1,8,,,,,0,0,0,7,0,3,3,0,,,,,,,,,1,1.200815532996785,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoH4.wav,2,2,1,8,,,,,0,0,0,7,0,4,4,4,,,,,,,,,1,0.9174569959868677,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoH4.wav,2,2,1,8,,,,,0,0,0,7,0,5,5,2,,,,,,,,,1,0.5689764790004119,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoH4.wav,2,2,1,8,,,,,0,0,0,7,0,6,6,6,,,,,,,,,2,0.801284985995153,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoH4.wav,2,2,1,8,,,,,0,0,0,7,0,7,7,7,,,,,,,,,2,0.8186984439962544,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoH4.wav,2,2,1,8,,,,,0,0,0,7,0,8,8,10,,,,,,,,,2,0.7848784920061007,,,034,001,2019_May_15_1410,MusicAffectPsychophysiology2019,3.0.5,59.911751299156634,
