Instruction,Word,song,valence,arousal,affectcat,songmark,pracwords.thisRepN,pracwords.thisTrialN,pracwords.thisN,pracwords.thisIndex,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,likekey.keys,likekey.rt,WordResponse.keys,WordResponse.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,space,16.217632197978674,,,,,,,,,082,001,2019_Aug_28_0909,MusicAffectPsychophysiology2019,3.0.5,59.905319758047106,
,,,,,,,,,,,,,,,,,,,,,4,6.819542643002933,,,,,,,082,001,2019_Aug_28_0909,MusicAffectPsychophysiology2019,3.0.5,59.905319758047106,
,,,,,,,,,,,,,,,,,,,,,,,4,5.285597428999608,,,,,082,001,2019_Aug_28_0909,MusicAffectPsychophysiology2019,3.0.5,59.905319758047106,
,,,,,,,,,,,,,,,,,,,,,,,,,5,3.8514213600137737,,,082,001,2019_Aug_28_0909,MusicAffectPsychophysiology2019,3.0.5,59.905319758047106,
To what extent did the music make you feel ,EXCITED,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,4,9.42684614699101,082,001,2019_Aug_28_0909,MusicAffectPsychophysiology2019,3.0.5,59.905319758047106,
To what extent did the music make you feel ,TENDER,,,,,,0,1,1,10,,,,,,,,,,,,,,,,,4,3.720430548011791,082,001,2019_Aug_28_0909,MusicAffectPsychophysiology2019,3.0.5,59.905319758047106,
To what extent did the music make you feel ,GUILTY,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,1,2.4263380150077865,082,001,2019_Aug_28_0909,MusicAffectPsychophysiology2019,3.0.5,59.905319758047106,
To what extent did the music make you feel ,FRUSTRATED,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,1,0.8585498229949735,082,001,2019_Aug_28_0909,MusicAffectPsychophysiology2019,3.0.5,59.905319758047106,
To what extent did the music make you feel ,ANXIOUS ,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,1,0.9338348959863652,082,001,2019_Aug_28_0909,MusicAffectPsychophysiology2019,3.0.5,59.905319758047106,
To what extent did the music make you feel ,SCARED,,,,,,0,5,5,11,,,,,,,,,,,,,,,,,1,1.0867798429972026,082,001,2019_Aug_28_0909,MusicAffectPsychophysiology2019,3.0.5,59.905319758047106,
To what extent did the music make you feel ,HAPPY,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,4,3.5059818320150953,082,001,2019_Aug_28_0909,MusicAffectPsychophysiology2019,3.0.5,59.905319758047106,
To what extent did the music make you feel ,ANGRY,,,,,,0,7,7,2,,,,,,,,,,,,,,,,,1,2.202460959000746,082,001,2019_Aug_28_0909,MusicAffectPsychophysiology2019,3.0.5,59.905319758047106,
To what extent did the music make you feel ,ASHAMED,,,,,,0,8,8,4,,,,,,,,,,,,,,,,,1,0.9019960129808169,082,001,2019_Aug_28_0909,MusicAffectPsychophysiology2019,3.0.5,59.905319758047106,
To what extent did the music make you feel ,ACTIVE,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,1,1.4517925930267666,082,001,2019_Aug_28_0909,MusicAffectPsychophysiology2019,3.0.5,59.905319758047106,
To what extent did the music make you feel ,SAD,,,,,,0,10,10,0,,,,,,,,,,,,,,,,,1,0.819273726985557,082,001,2019_Aug_28_0909,MusicAffectPsychophysiology2019,3.0.5,59.905319758047106,
To what extent did the music make you feel ,ALERT,,,,,,0,11,11,8,,,,,,,,,,,,,,,,,1,3.6360366019944195,082,001,2019_Aug_28_0909,MusicAffectPsychophysiology2019,3.0.5,59.905319758047106,
