Instruction,Word,song,valence,arousal,affectcat,songmark,pracwords.thisRepN,pracwords.thisTrialN,pracwords.thisN,pracwords.thisIndex,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,likekey.keys,likekey.rt,WordResponse.keys,WordResponse.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,space,14.185315963999528,,,,,,,,,,,115,001,2019_Sep_23_1011,MusicAffectPsychophysiology2019,3.0.5,60.02233431012211,
,,,,,,,,,,,,,,,,,,,,,2,5.851743221999641,,,,,,,,,115,001,2019_Sep_23_1011,MusicAffectPsychophysiology2019,3.0.5,60.02233431012211,
,,,,,,,,,,,,,,,,,,,,,,,3,4.269176153999069,,,,,,,115,001,2019_Sep_23_1011,MusicAffectPsychophysiology2019,3.0.5,60.02233431012211,
,,,,,,,,,,,,,,,,,,,,,,,,,2,3.802498260998618,,,,,115,001,2019_Sep_23_1011,MusicAffectPsychophysiology2019,3.0.5,60.02233431012211,
To what extent did the music make you feel ,GUILTY,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,2,8.30192883899872,,,115,001,2019_Sep_23_1011,MusicAffectPsychophysiology2019,3.0.5,60.02233431012211,
To what extent did the music make you feel ,SAD,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,2,1.4349602410002262,,,115,001,2019_Sep_23_1011,MusicAffectPsychophysiology2019,3.0.5,60.02233431012211,
To what extent did the music make you feel ,EXCITED,,,,,,0,2,2,7,,,,,,,,,,,,,,,,,1,1.6423126449990377,,,115,001,2019_Sep_23_1011,MusicAffectPsychophysiology2019,3.0.5,60.02233431012211,
To what extent did the music make you feel ,ASHAMED,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,1,1.1525173619993438,,,115,001,2019_Sep_23_1011,MusicAffectPsychophysiology2019,3.0.5,60.02233431012211,
To what extent did the music make you feel ,HAPPY,,,,,,0,4,4,6,,,,,,,,,,,,,,,,,1,1.7838757809986419,,,115,001,2019_Sep_23_1011,MusicAffectPsychophysiology2019,3.0.5,60.02233431012211,
To what extent did the music make you feel ,SCARED,,,,,,0,5,5,11,,,,,,,,,,,,,,,,,2,2.702488936000009,,,115,001,2019_Sep_23_1011,MusicAffectPsychophysiology2019,3.0.5,60.02233431012211,
To what extent did the music make you feel ,TENDER,,,,,,0,6,6,10,,,,,,,,,,,,,,,,,1,1.1522291580004094,,,115,001,2019_Sep_23_1011,MusicAffectPsychophysiology2019,3.0.5,60.02233431012211,
To what extent did the music make you feel ,ANGRY,,,,,,0,7,7,2,,,,,,,,,,,,,,,,,1,2.3860238250017574,,,115,001,2019_Sep_23_1011,MusicAffectPsychophysiology2019,3.0.5,60.02233431012211,
To what extent did the music make you feel ,ACTIVE,,,,,,0,8,8,9,,,,,,,,,,,,,,,,,1,0.7853436890000012,,,115,001,2019_Sep_23_1011,MusicAffectPsychophysiology2019,3.0.5,60.02233431012211,
To what extent did the music make you feel ,ANXIOUS ,,,,,,0,9,9,1,,,,,,,,,,,,,,,,,2,1.7528513159995782,,,115,001,2019_Sep_23_1011,MusicAffectPsychophysiology2019,3.0.5,60.02233431012211,
To what extent did the music make you feel ,FRUSTRATED,,,,,,0,10,10,3,,,,,,,,,,,,,,,,,1,1.208243475000927,,,115,001,2019_Sep_23_1011,MusicAffectPsychophysiology2019,3.0.5,60.02233431012211,
To what extent did the music make you feel ,ALERT,,,,,,0,11,11,8,,,,,,,,,,,,,,,,,1,1.8347441559999424,,,115,001,2019_Sep_23_1011,MusicAffectPsychophysiology2019,3.0.5,60.02233431012211,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoT3.wav,2,1,4,15,,,,,0,0,0,14,0,0,0,6,,,1,2.7365698230005364,3,2.718974444000196,3,1.4191791410012229,3,1.3364443569989817,,,115,001,2019_Sep_23_1011,MusicAffectPsychophysiology2019,3.0.5,60.02233431012211,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoT3.wav,2,1,4,15,,,,,0,0,0,14,0,1,1,10,,,,,,,,,3,1.0530641900004412,,,115,001,2019_Sep_23_1011,MusicAffectPsychophysiology2019,3.0.5,60.02233431012211,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoT3.wav,2,1,4,15,,,,,0,0,0,14,0,2,2,0,,,,,,,,,1,0.7672431880000659,,,115,001,2019_Sep_23_1011,MusicAffectPsychophysiology2019,3.0.5,60.02233431012211,
