Instruction,Word,song,valence,arousal,affectcat,songmark,pracwords.thisRepN,pracwords.thisTrialN,pracwords.thisN,pracwords.thisIndex,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,likekey.keys,likekey.rt,WordResponse.keys,WordResponse.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,space,15.26832788499999,,,,,,,,,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
,,,,,,,,,,,,,,,,,,,,,4,6.2345229839999945,,,,,,,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
,,,,,,,,,,,,,,,,,,,,,,,4,4.486799918999992,,,,,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
,,,,,,,,,,,,,,,,,,,,,,,,,4,2.934951756000004,,,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,TENDER,,,,,,0,0,0,10,,,,,,,,,,,,,,,,,4,5.254776146000012,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,ANGRY,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,1,1.8363010010000096,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,SAD,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,1,2.136561986000004,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,ALERT,,,,,,0,3,3,8,,,,,,,,,,,,,,,,,2,2.6712551020000035,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,ACTIVE,,,,,,0,4,4,9,,,,,,,,,,,,,,,,,2,2.5791533700000002,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,FRUSTRATED,,,,,,0,5,5,3,,,,,,,,,,,,,,,,,1,1.5338060939999991,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,SCARED,,,,,,0,6,6,11,,,,,,,,,,,,,,,,,1,1.301947236000018,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,HAPPY,,,,,,0,7,7,6,,,,,,,,,,,,,,,,,4,2.3540041880000047,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,ASHAMED,,,,,,0,8,8,4,,,,,,,,,,,,,,,,,1,1.554753359999978,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,GUILTY,,,,,,0,9,9,5,,,,,,,,,,,,,,,,,1,1.2192607180000152,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,EXCITED,,,,,,0,10,10,7,,,,,,,,,,,,,,,,,2,2.682137482999991,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,ANXIOUS ,,,,,,0,11,11,1,,,,,,,,,,,,,,,,,1,1.4167362849999847,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoT1.wav,2,1,4,13,,,,,0,0,0,12,0,0,0,2,,,2,4.999665812999979,3,4.351925455999947,3,2.135091942000031,1,1.949735823000026,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoT1.wav,2,1,4,13,,,,,0,0,0,12,0,1,1,10,,,,,,,,,3,1.9521803999999747,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoT1.wav,2,1,4,13,,,,,0,0,0,12,0,2,2,11,,,,,,,,,1,1.334857659000022,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoT1.wav,2,1,4,13,,,,,0,0,0,12,0,3,3,1,,,,,,,,,1,3.0361413159999984,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoT1.wav,2,1,4,13,,,,,0,0,0,12,0,4,4,5,,,,,,,,,1,1.3203160809999872,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoT1.wav,2,1,4,13,,,,,0,0,0,12,0,5,5,4,,,,,,,,,1,1.0682171770000082,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoT1.wav,2,1,4,13,,,,,0,0,0,12,0,6,6,3,,,,,,,,,1,1.1670199440000033,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoT1.wav,2,1,4,13,,,,,0,0,0,12,0,7,7,6,,,,,,,,,3,1.902815965000002,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoT1.wav,2,1,4,13,,,,,0,0,0,12,0,8,8,8,,,,,,,,,2,1.1858854699999597,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoT1.wav,2,1,4,13,,,,,0,0,0,12,0,9,9,7,,,,,,,,,2,1.9346472699999708,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoT1.wav,2,1,4,13,,,,,0,0,0,12,0,10,10,9,,,,,,,,,2,1.9345891659999666,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoT1.wav,2,1,4,13,,,,,0,0,0,12,0,11,11,0,,,,,,,,,1,1.419058366999991,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
,,30MonoWAV/30MonoT1.wav,2,1,4,13,,,,,0,0,0,12,,,,,,,,,,,,,,,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoF3.wav,1,2,2,3,,,,,0,1,1,2,0,0,0,6,,,2,7.635688734999974,2,4.0681727950000095,2,1.6035392199999592,3,2.2621275660000038,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoF3.wav,1,2,2,3,,,,,0,1,1,2,0,1,1,4,,,,,,,,,1,1.3860823349999691,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoF3.wav,1,2,2,3,,,,,0,1,1,2,0,2,2,10,,,,,,,,,2,1.8518595709999772,,,114,001,2019_Sep_19_1009,MusicAffectPsychophysiology2019,3.0.5,59.61282140162784,
