Instruction,Word,song,valence,arousal,affectcat,songmark,pracwords.thisRepN,pracwords.thisTrialN,pracwords.thisN,pracwords.thisIndex,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,likekey.keys,likekey.rt,WordResponse.keys,WordResponse.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,j,16.66133375201025,,,,,,,,,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
,,,,,,,,,,,,,,,,,,,,,2,5.417995024006814,,,,,,,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
,,,,,,,,,,,,,,,,,,,,,,,1,2.752619123988552,,,,,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
,,,,,,,,,,,,,,,,,,,,,,,,,1,2.2853310289792717,,,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
To what extent did the music make you feel ,ALERT,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,2,5.32477493697661,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
To what extent did the music make you feel ,ACTIVE,,,,,,0,1,1,9,,,,,,,,,,,,,,,,,1,2.1515562800050247,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
To what extent did the music make you feel ,GUILTY,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,1,1.2998610640061088,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
To what extent did the music make you feel ,SAD,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,1,1.7177888389851432,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
To what extent did the music make you feel ,TENDER,,,,,,0,4,4,10,,,,,,,,,,,,,,,,,2,2.1846481150132604,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
To what extent did the music make you feel ,HAPPY,,,,,,0,5,5,6,,,,,,,,,,,,,,,,,1,2.518483182997443,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
To what extent did the music make you feel ,EXCITED,,,,,,0,6,6,7,,,,,,,,,,,,,,,,,1,1.0691064929997083,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
To what extent did the music make you feel ,SCARED,,,,,,0,7,7,11,,,,,,,,,,,,,,,,,1,0.9842737430008128,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
To what extent did the music make you feel ,FRUSTRATED,,,,,,0,8,8,3,,,,,,,,,,,,,,,,,3,2.434107740991749,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
To what extent did the music make you feel ,ANXIOUS ,,,,,,0,9,9,1,,,,,,,,,,,,,,,,,2,2.001575672009494,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
To what extent did the music make you feel ,ASHAMED,,,,,,0,10,10,4,,,,,,,,,,,,,,,,,1,1.035018010996282,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
To what extent did the music make you feel ,ANGRY,,,,,,0,11,11,2,,,,,,,,,,,,,,,,,3,2.02399638100178,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoS1.wav,1,1,3,9,,,,,0,0,0,8,0,0,0,6,,,2,5.285779778991127,2,3.668124493007781,2,4.384168229997158,2,2.7031415110104717,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoS1.wav,1,1,3,9,,,,,0,0,0,8,0,1,1,7,,,,,,,,,1,1.5346417149994522,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoS1.wav,1,1,3,9,,,,,0,0,0,8,0,2,2,11,,,,,,,,,1,0.7852417289977893,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoS1.wav,1,1,3,9,,,,,0,0,0,8,0,3,3,8,,,,,,,,,2,1.4181753600132652,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoS1.wav,1,1,3,9,,,,,0,0,0,8,0,4,4,3,,,,,,,,,1,1.1855405349924695,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoS1.wav,1,1,3,9,,,,,0,0,0,8,0,5,5,4,,,,,,,,,1,1.1519280879874714,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoS1.wav,1,1,3,9,,,,,0,0,0,8,0,6,6,10,,,,,,,,,2,1.4183415729785338,035,001,2019_May_16_0914,MusicAffectPsychophysiology2019,3.0.5,59.820619854882196,
