Instruction,Word,song,valence,arousal,affectcat,songmark,pracwords.thisRepN,pracwords.thisTrialN,pracwords.thisN,pracwords.thisIndex,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,likekey.keys,likekey.rt,WordResponse.keys,WordResponse.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,space,448.1418303520004,,,,,,,,,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
,,,,,,,,,,,,,,,,,,,,,3,12.14976088000003,,,,,,,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
,,,,,,,,,,,,,,,,,,,,,,,3,7.034670578999794,,,,,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
,,,,,,,,,,,,,,,,,,,,,,,,,3,5.034645784000531,,,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,ASHAMED,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,1,10.069914665999022,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,ACTIVE,,,,,,0,1,1,9,,,,,,,,,,,,,,,,,2,2.5180025400004524,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,HAPPY,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,4,3.0335693990000436,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,EXCITED,,,,,,0,3,3,7,,,,,,,,,,,,,,,,,4,2.568597691000832,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,ANXIOUS ,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,1,2.5357005409987323,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,SCARED,,,,,,0,5,5,11,,,,,,,,,,,,,,,,,1,1.570686154998839,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,GUILTY,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,1,6.0525876820011035,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,FRUSTRATED,,,,,,0,7,7,3,,,,,,,,,,,,,,,,,1,1.3365404140004102,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,ALERT,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,2,2.135895089000769,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,SAD,,,,,,0,9,9,0,,,,,,,,,,,,,,,,,1,1.935876592000568,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,TENDER,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,2,4.166441187000601,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,ANGRY,,,,,,0,11,11,2,,,,,,,,,,,,,,,,,1,1.4520975630002795,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoS3.wav,1,1,3,11,,,,,0,0,0,10,0,0,0,9,,,2,5.253266714000347,2,5.485718006999377,2,4.118065348000528,2,4.958422772000631,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoS3.wav,1,1,3,11,,,,,0,0,0,10,0,1,1,11,,,,,,,,,2,4.7848889580000105,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoS3.wav,1,1,3,11,,,,,0,0,0,10,0,2,2,2,,,,,,,,,1,2.13554453299912,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoS3.wav,1,1,3,11,,,,,0,0,0,10,0,3,3,7,,,,,,,,,3,4.002818184999342,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoS3.wav,1,1,3,11,,,,,0,0,0,10,0,4,4,1,,,,,,,,,3,4.299652907999189,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoS3.wav,1,1,3,11,,,,,0,0,0,10,0,5,5,0,,,,,,,,,2,2.318778986000325,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoS3.wav,1,1,3,11,,,,,0,0,0,10,0,6,6,10,,,,,,,,,1,2.3018975780014443,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoS3.wav,1,1,3,11,,,,,0,0,0,10,0,7,7,3,,,,,,,,,1,5.400848224000583,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoS3.wav,1,1,3,11,,,,,0,0,0,10,0,8,8,5,,,,,,,,,2,1.4354472869999881,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoS3.wav,1,1,3,11,,,,,0,0,0,10,0,9,9,4,,,,,,,,,2,2.285982409999633,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoS3.wav,1,1,3,11,,,,,0,0,0,10,0,10,10,6,,,,,,,,,1,4.052002733000336,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoS3.wav,1,1,3,11,,,,,0,0,0,10,0,11,11,8,,,,,,,,,3,4.552644687999418,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
,,30MonoWAV/30MonoS3.wav,1,1,3,11,,,,,0,0,0,10,,,,,,,,,,,,,,,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoH1.wav,2,2,1,5,,,,,0,1,1,4,0,0,0,2,,,3,5.302533079999193,2,6.468068071999369,3,3.299962463999691,1,5.1353751119986555,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoH1.wav,2,2,1,5,,,,,0,1,1,4,0,1,1,11,,,,,,,,,2,2.249938478000331,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoH1.wav,2,2,1,5,,,,,0,1,1,4,0,2,2,9,,,,,,,,,3,2.000534303999302,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoH1.wav,2,2,1,5,,,,,0,1,1,4,0,3,3,6,,,,,,,,,4,2.968263503998969,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoH1.wav,2,2,1,5,,,,,0,1,1,4,0,4,4,8,,,,,,,,,4,3.3688711859995237,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoH1.wav,2,2,1,5,,,,,0,1,1,4,0,5,5,1,,,,,,,,,2,2.219205495001006,,,118,001,2019_Sep_26_1458,MusicAffectPsychophysiology2019,3.0.5,60.248303622882815,
