Instruction,Word,song,valence,arousal,affectcat,songmark,pracwords.thisRepN,pracwords.thisTrialN,pracwords.thisN,pracwords.thisIndex,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,likekey.keys,likekey.rt,WordResponse.keys,WordResponse.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,space,8.602044537998154,,,,,,,,,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
,,,,,,,,,,,,,,,,,,,,,3,4.952290921995882,,,,,,,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
,,,,,,,,,,,,,,,,,,,,,,,3,11.072956321993843,,,,,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
,,,,,,,,,,,,,,,,,,,,,,,,,2,2.7880781830026535,,,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,SAD,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,1,2.435150427991175,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,EXCITED,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,3,3.333137016990804,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,TENDER,,,,,,0,2,2,10,,,,,,,,,,,,,,,,,2,2.402346483009751,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,ANXIOUS ,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,1,2.0529388079885393,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,HAPPY,,,,,,0,4,4,6,,,,,,,,,,,,,,,,,2,2.268456341000274,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,FRUSTRATED,,,,,,0,5,5,3,,,,,,,,,,,,,,,,,1,2.0012422209983924,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,GUILTY,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,1,1.418985144002363,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,ASHAMED,,,,,,0,7,7,4,,,,,,,,,,,,,,,,,1,1.2349846150027588,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,SCARED,,,,,,0,8,8,11,,,,,,,,,,,,,,,,,1,1.3164728390111122,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,ANGRY,,,,,,0,9,9,2,,,,,,,,,,,,,,,,,1,1.4190497340023285,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,ALERT,,,,,,0,10,10,8,,,,,,,,,,,,,,,,,2,1.7992982849973487,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,ACTIVE,,,,,,0,11,11,9,,,,,,,,,,,,,,,,,2,1.5860913389915368,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoS4.wav,1,1,3,12,,,,,0,0,0,11,0,0,0,5,,,2,5.818096179005806,2,2.318276167003205,3,3.0024704710085643,1,2.5526909769978374,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoS4.wav,1,1,3,12,,,,,0,0,0,11,0,1,1,6,,,,,,,,,2,5.035385748007684,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoS4.wav,1,1,3,12,,,,,0,0,0,11,0,2,2,4,,,,,,,,,1,0.8835924129962223,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoS4.wav,1,1,3,12,,,,,0,0,0,11,0,3,3,0,,,,,,,,,2,1.4175035410007695,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoS4.wav,1,1,3,12,,,,,0,0,0,11,0,4,4,1,,,,,,,,,1,1.1179925460019149,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoS4.wav,1,1,3,12,,,,,0,0,0,11,0,5,5,3,,,,,,,,,1,0.8010284589981893,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoS4.wav,1,1,3,12,,,,,0,0,0,11,0,6,6,7,,,,,,,,,2,3.81847182099591,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoS4.wav,1,1,3,12,,,,,0,0,0,11,0,7,7,2,,,,,,,,,1,0.7166275229974417,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoS4.wav,1,1,3,12,,,,,0,0,0,11,0,8,8,8,,,,,,,,,1,4.170030301989755,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoS4.wav,1,1,3,12,,,,,0,0,0,11,0,9,9,10,,,,,,,,,3,1.5684096990007674,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoS4.wav,1,1,3,12,,,,,0,0,0,11,0,10,10,9,,,,,,,,,1,3.2350454870029353,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoS4.wav,1,1,3,12,,,,,0,0,0,11,0,11,11,11,,,,,,,,,1,0.8517128959938418,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
,,30MonoWAV/30MonoS4.wav,1,1,3,12,,,,,0,0,0,11,,,,,,,,,,,,,,,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoF4.wav,1,2,2,4,,,,,0,1,1,3,0,0,0,4,,,4,6.335845018998953,1,4.799501771994983,2,1.9512090839998564,1,1.100882096987334,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoF4.wav,1,2,2,4,,,,,0,1,1,3,0,1,1,6,,,,,,,,,1,1.9688838900037808,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoF4.wav,1,2,2,4,,,,,0,1,1,3,0,2,2,7,,,,,,,,,2,2.072290028008865,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoF4.wav,1,2,2,4,,,,,0,1,1,3,0,3,3,5,,,,,,,,,1,1.518268828993314,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoF4.wav,1,2,2,4,,,,,0,1,1,3,0,4,4,8,,,,,,,,,4,2.17036567699688,,,029,001,2019_May_14_1312,MusicAffectPsychophysiology2019,3.0.5,59.975380945015885,
