Instruction,Word,song,valence,arousal,affectcat,songmark,pracwords.thisRepN,pracwords.thisTrialN,pracwords.thisN,pracwords.thisIndex,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,likekey.keys,likekey.rt,WordResponse.keys,WordResponse.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,space,15.220340756990481,,,,,,,,,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
,,,,,,,,,,,,,,,,,,,,,3,4.849974367010873,,,,,,,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
,,,,,,,,,,,,,,,,,,,,,,,4,4.304072658997029,,,,,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0521355620003305,,,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,ACTIVE,,,,,,0,0,0,9,,,,,,,,,,,,,,,,,2,5.569374427985167,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,TENDER,,,,,,0,1,1,10,,,,,,,,,,,,,,,,,2,2.391228438995313,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,SAD,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,1,1.8363112859951798,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,ALERT,,,,,,0,3,3,8,,,,,,,,,,,,,,,,,1,2.0021924329921603,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,EXCITED,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,2,1.7568099469935987,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,HAPPY,,,,,,0,5,5,6,,,,,,,,,,,,,,,,,4,2.3526993219857104,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,GUILTY,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,1,1.8172537469945382,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,ANGRY,,,,,,0,7,7,2,,,,,,,,,,,,,,,,,1,1.503126286988845,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,ASHAMED,,,,,,0,8,8,4,,,,,,,,,,,,,,,,,1,0.6692880339978728,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,FRUSTRATED,,,,,,0,9,9,3,,,,,,,,,,,,,,,,,1,0.8914965449948795,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,ANXIOUS ,,,,,,0,10,10,1,,,,,,,,,,,,,,,,,1,2.2742563910142053,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,SCARED,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,1,0.9568027789937332,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoF3.wav,1,2,2,3,,,,,0,0,0,2,0,0,0,7,,,3,3.767095827002777,2,4.368829378014198,1,5.13473036600044,2,3.035900260001654,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoF3.wav,1,2,2,3,,,,,0,0,0,2,0,1,1,2,,,,,,,,,1,2.10154816499562,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoF3.wav,1,2,2,3,,,,,0,0,0,2,0,2,2,10,,,,,,,,,1,1.386184199975105,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoF3.wav,1,2,2,3,,,,,0,0,0,2,0,3,3,1,,,,,,,,,3,2.319728178990772,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,ALERT,30MonoWAV/30MonoF3.wav,1,2,2,3,,,,,0,0,0,2,0,4,4,8,,,,,,,,,3,1.5676476819789968,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoF3.wav,1,2,2,3,,,,,0,0,0,2,0,5,5,0,,,,,,,,,1,1.5698063609888777,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoF3.wav,1,2,2,3,,,,,0,0,0,2,0,6,6,11,,,,,,,,,1,1.7701899679959752,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,FRUSTRATED,30MonoWAV/30MonoF3.wav,1,2,2,3,,,,,0,0,0,2,0,7,7,3,,,,,,,,,1,0.8529886939795688,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoF3.wav,1,2,2,3,,,,,0,0,0,2,0,8,8,9,,,,,,,,,1,2.652674078999553,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoF3.wav,1,2,2,3,,,,,0,0,0,2,0,9,9,4,,,,,,,,,1,4.335391622997122,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoF3.wav,1,2,2,3,,,,,0,0,0,2,0,10,10,5,,,,,,,,,1,1.1532322470156942,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoF3.wav,1,2,2,3,,,,,0,0,0,2,0,11,11,6,,,,,,,,,1,1.000330391980242,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
,,30MonoWAV/30MonoF3.wav,1,2,2,3,,,,,0,0,0,2,,,,,,,,,,,,,,,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,ANXIOUS ,30MonoWAV/30MonoS1.wav,1,1,3,9,,,,,0,1,1,8,0,0,0,1,,,2,3.186503842996899,3,2.9947186849894933,3,4.95211852400098,1,2.410013041982893,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoS1.wav,1,1,3,9,,,,,0,1,1,8,0,1,1,6,,,,,,,,,3,3.4188877870037686,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,ACTIVE,30MonoWAV/30MonoS1.wav,1,1,3,9,,,,,0,1,1,8,0,2,2,9,,,,,,,,,1,1.3359511799935717,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,GUILTY,30MonoWAV/30MonoS1.wav,1,1,3,9,,,,,0,1,1,8,0,3,3,5,,,,,,,,,1,1.7045426969998516,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoS1.wav,1,1,3,9,,,,,0,1,1,8,0,4,4,2,,,,,,,,,1,0.6703567419899628,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,ASHAMED,30MonoWAV/30MonoS1.wav,1,1,3,9,,,,,0,1,1,8,0,5,5,4,,,,,,,,,1,1.3525125040032435,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,SCARED,30MonoWAV/30MonoS1.wav,1,1,3,9,,,,,0,1,1,8,0,6,6,11,,,,,,,,,1,1.385618442989653,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,EXCITED,30MonoWAV/30MonoS1.wav,1,1,3,9,,,,,0,1,1,8,0,7,7,7,,,,,,,,,1,2.202171807992272,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
To what extent did the music make you feel ,TENDER,30MonoWAV/30MonoS1.wav,1,1,3,9,,,,,0,1,1,8,0,8,8,10,,,,,,,,,4,2.085333241993794,095,001,2019_Sep_02_1006,MusicAffectPsychophysiology2019,3.0.5,59.927474928082994,
