Instruction,Word,song,valence,arousal,affectcat,songmark,pracwords.thisRepN,pracwords.thisTrialN,pracwords.thisN,pracwords.thisIndex,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,likekey.keys,likekey.rt,WordResponse.keys,WordResponse.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,return,12.119210222008405,,,,,,,,,089,001,2019_Aug_29_0913,MusicAffectPsychophysiology2019,3.0.5,60.007318496595744,
,,,,,,,,,,,,,,,,,,,,,3,5.88931050201063,,,,,,,089,001,2019_Aug_29_0913,MusicAffectPsychophysiology2019,3.0.5,60.007318496595744,
,,,,,,,,,,,,,,,,,,,,,,,3,7.05267849098891,,,,,089,001,2019_Aug_29_0913,MusicAffectPsychophysiology2019,3.0.5,60.007318496595744,
,,,,,,,,,,,,,,,,,,,,,,,,,4,3.786291487980634,,,089,001,2019_Aug_29_0913,MusicAffectPsychophysiology2019,3.0.5,60.007318496595744,
To what extent did the music make you feel ,TENDER,,,,,,0,0,0,10,,,,,,,,,,,,,,,,,3,6.346047551982338,089,001,2019_Aug_29_0913,MusicAffectPsychophysiology2019,3.0.5,60.007318496595744,
To what extent did the music make you feel ,FRUSTRATED,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,1,1.9601112290110905,089,001,2019_Aug_29_0913,MusicAffectPsychophysiology2019,3.0.5,60.007318496595744,
To what extent did the music make you feel ,GUILTY,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,1,1.2529223930032458,089,001,2019_Aug_29_0913,MusicAffectPsychophysiology2019,3.0.5,60.007318496595744,
To what extent did the music make you feel ,ANXIOUS ,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,1,1.8643267299921717,089,001,2019_Aug_29_0913,MusicAffectPsychophysiology2019,3.0.5,60.007318496595744,
To what extent did the music make you feel ,SAD,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,4,1.6097631579905283,089,001,2019_Aug_29_0913,MusicAffectPsychophysiology2019,3.0.5,60.007318496595744,
To what extent did the music make you feel ,ANGRY,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,1,1.2356598330079578,089,001,2019_Aug_29_0913,MusicAffectPsychophysiology2019,3.0.5,60.007318496595744,
