Instruction,Word,song,valence,arousal,affectcat,songmark,pracwords.thisRepN,pracwords.thisTrialN,pracwords.thisN,pracwords.thisIndex,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,likekey.keys,likekey.rt,WordResponse.keys,WordResponse.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,space,8.04683191498043,,,,,,,,,102,001,2019_Sep_04_1015,MusicAffectPsychophysiology2019,3.0.5,60.036125657811176,
,,,,,,,,,,,,,,,,,,,,,1,4.602637934993254,,,,,,,102,001,2019_Sep_04_1015,MusicAffectPsychophysiology2019,3.0.5,60.036125657811176,
,,,,,,,,,,,,,,,,,,,,,,,4,3.9170964999939315,,,,,102,001,2019_Sep_04_1015,MusicAffectPsychophysiology2019,3.0.5,60.036125657811176,
,,,,,,,,,,,,,,,,,,,,,,,,,2,2.601650920987595,,,102,001,2019_Sep_04_1015,MusicAffectPsychophysiology2019,3.0.5,60.036125657811176,
To what extent did the music make you feel ,EXCITED,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,1,2.4445495449763257,102,001,2019_Sep_04_1015,MusicAffectPsychophysiology2019,3.0.5,60.036125657811176,
To what extent did the music make you feel ,ACTIVE,,,,,,0,1,1,9,,,,,,,,,,,,,,,,,1,1.4163352549949195,102,001,2019_Sep_04_1015,MusicAffectPsychophysiology2019,3.0.5,60.036125657811176,
To what extent did the music make you feel ,SAD,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,1,1.250074740004493,102,001,2019_Sep_04_1015,MusicAffectPsychophysiology2019,3.0.5,60.036125657811176,
To what extent did the music make you feel ,ANGRY,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,1,1.4545100439863745,102,001,2019_Sep_04_1015,MusicAffectPsychophysiology2019,3.0.5,60.036125657811176,
To what extent did the music make you feel ,ALERT,,,,,,0,4,4,8,,,,,,,,,,,,,,,,,1,1.2100302320031915,102,001,2019_Sep_04_1015,MusicAffectPsychophysiology2019,3.0.5,60.036125657811176,
To what extent did the music make you feel ,ANXIOUS ,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,1,1.457091679010773,102,001,2019_Sep_04_1015,MusicAffectPsychophysiology2019,3.0.5,60.036125657811176,
