Instruction,Word,song,valence,arousal,affectcat,songmark,pracwords.thisRepN,pracwords.thisTrialN,pracwords.thisN,pracwords.thisIndex,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,likekey.keys,likekey.rt,WordResponse.keys,WordResponse.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,8,21.16753321699798,,,,,,,,,022,001,2019_May_13_1314,MusicAffectPsychophysiology2019,3.0.5,60.31301247180628,
,,,,,,,,,,,,,,,,,,,,,2,6.102293488002033,,,,,,,022,001,2019_May_13_1314,MusicAffectPsychophysiology2019,3.0.5,60.31301247180628,
,,,,,,,,,,,,,,,,,,,,,,,4,4.817854224005714,,,,,022,001,2019_May_13_1314,MusicAffectPsychophysiology2019,3.0.5,60.31301247180628,
,,,,,,,,,,,,,,,,,,,,,,,,,3,3.8349631969904294,,,022,001,2019_May_13_1314,MusicAffectPsychophysiology2019,3.0.5,60.31301247180628,
To what extent did the music make you feel ,TENDER,,,,,,0,0,0,10,,,,,,,,,,,,,,,,,4,4.1597550959995715,022,001,2019_May_13_1314,MusicAffectPsychophysiology2019,3.0.5,60.31301247180628,
To what extent did the music make you feel ,ANXIOUS ,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,1,2.2496032630006084,022,001,2019_May_13_1314,MusicAffectPsychophysiology2019,3.0.5,60.31301247180628,
To what extent did the music make you feel ,HAPPY,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,3,2.086811492990819,022,001,2019_May_13_1314,MusicAffectPsychophysiology2019,3.0.5,60.31301247180628,
To what extent did the music make you feel ,ASHAMED,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,1,1.9004142259946093,022,001,2019_May_13_1314,MusicAffectPsychophysiology2019,3.0.5,60.31301247180628,
To what extent did the music make you feel ,FRUSTRATED,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,1,0.9518082370050251,022,001,2019_May_13_1314,MusicAffectPsychophysiology2019,3.0.5,60.31301247180628,
To what extent did the music make you feel ,SAD,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,2,1.7515823319990886,022,001,2019_May_13_1314,MusicAffectPsychophysiology2019,3.0.5,60.31301247180628,
To what extent did the music make you feel ,ALERT,,,,,,0,6,6,8,,,,,,,,,,,,,,,,,1,3.235244841009262,022,001,2019_May_13_1314,MusicAffectPsychophysiology2019,3.0.5,60.31301247180628,
To what extent did the music make you feel ,ANGRY,,,,,,0,7,7,2,,,,,,,,,,,,,,,,,1,1.2844640650000656,022,001,2019_May_13_1314,MusicAffectPsychophysiology2019,3.0.5,60.31301247180628,
To what extent did the music make you feel ,GUILTY,,,,,,0,8,8,5,,,,,,,,,,,,,,,,,1,0.8518770490045426,022,001,2019_May_13_1314,MusicAffectPsychophysiology2019,3.0.5,60.31301247180628,
To what extent did the music make you feel ,EXCITED,,,,,,0,9,9,7,,,,,,,,,,,,,,,,,1,2.6680069229914807,022,001,2019_May_13_1314,MusicAffectPsychophysiology2019,3.0.5,60.31301247180628,
To what extent did the music make you feel ,SCARED,,,,,,0,10,10,11,,,,,,,,,,,,,,,,,1,1.0021830860059708,022,001,2019_May_13_1314,MusicAffectPsychophysiology2019,3.0.5,60.31301247180628,
To what extent did the music make you feel ,ACTIVE,,,,,,0,11,11,9,,,,,,,,,,,,,,,,,1,1.3679966689960565,022,001,2019_May_13_1314,MusicAffectPsychophysiology2019,3.0.5,60.31301247180628,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoS4.wav,1,1,3,12,,,,,0,0,0,11,0,0,0,0,,,1,3.385484851009096,1,3.7514105349982856,2,3.0348345109960064,4,2.3846270779904444,022,001,2019_May_13_1314,MusicAffectPsychophysiology2019,3.0.5,60.31301247180628,
To what extent did the music make you feel ,HAPPY,30MonoWAV/30MonoS4.wav,1,1,3,12,,,,,0,0,0,11,0,1,1,6,,,,,,,,,1,1.2525444269995205,022,001,2019_May_13_1314,MusicAffectPsychophysiology2019,3.0.5,60.31301247180628,
To what extent did the music make you feel ,ANGRY,30MonoWAV/30MonoS4.wav,1,1,3,12,,,,,0,0,0,11,0,2,2,2,,,,,,,,,1,1.7013710619939957,022,001,2019_May_13_1314,MusicAffectPsychophysiology2019,3.0.5,60.31301247180628,
