Instruction,Word,song,valence,arousal,affectcat,songmark,pracwords.thisRepN,pracwords.thisTrialN,pracwords.thisN,pracwords.thisIndex,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,likekey.keys,likekey.rt,WordResponse.keys,WordResponse.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,space,14.201635025998257,,,,,,,,,119,001,2019_Sep_26_1712,MusicAffectPsychophysiology2019,3.0.5,29.984772563019227,
,,,,,,,,,,,,,,,,,,,,,4,16.081830131999595,,,,,,,119,001,2019_Sep_26_1712,MusicAffectPsychophysiology2019,3.0.5,29.984772563019227,
,,,,,,,,,,,,,,,,,,,,,,,5,4.119227989001956,,,,,119,001,2019_Sep_26_1712,MusicAffectPsychophysiology2019,3.0.5,29.984772563019227,
,,,,,,,,,,,,,,,,,,,,,,,,,4,3.3516380170003686,,,119,001,2019_Sep_26_1712,MusicAffectPsychophysiology2019,3.0.5,29.984772563019227,
To what extent did the music make you feel ,ACTIVE,,,,,,0,0,0,9,,,,,,,,,,,,,,,,,4,5.525720582998474,119,001,2019_Sep_26_1712,MusicAffectPsychophysiology2019,3.0.5,29.984772563019227,
To what extent did the music make you feel ,SCARED,,,,,,0,1,1,11,,,,,,,,,,,,,,,,,1,3.41898184999809,119,001,2019_Sep_26_1712,MusicAffectPsychophysiology2019,3.0.5,29.984772563019227,
To what extent did the music make you feel ,SAD,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,1,2.3185886859973834,119,001,2019_Sep_26_1712,MusicAffectPsychophysiology2019,3.0.5,29.984772563019227,
To what extent did the music make you feel ,EXCITED,,,,,,0,3,3,7,,,,,,,,,,,,,,,,,3,6.051783959999739,119,001,2019_Sep_26_1712,MusicAffectPsychophysiology2019,3.0.5,29.984772563019227,
To what extent did the music make you feel ,ALERT,,,,,,0,4,4,8,,,,,,,,,,,,,,,,,1,3.219078709000314,119,001,2019_Sep_26_1712,MusicAffectPsychophysiology2019,3.0.5,29.984772563019227,
To what extent did the music make you feel ,TENDER,,,,,,0,5,5,10,,,,,,,,,,,,,,,,,3,4.918846102998941,119,001,2019_Sep_26_1712,MusicAffectPsychophysiology2019,3.0.5,29.984772563019227,
