Instruction,Word,song,valence,arousal,affectcat,songmark,pracwords.thisRepN,pracwords.thisTrialN,pracwords.thisN,pracwords.thisIndex,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,likekey.keys,likekey.rt,WordResponse.keys,WordResponse.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,space,34.769903545005945,,,,,,,,,092,001,2019_Aug_29_1308,MusicAffectPsychophysiology2019,3.0.5,60.03105658378838,
,,,,,,,,,,,,,,,,,,,,,2,4.569167011999525,,,,,,,092,001,2019_Aug_29_1308,MusicAffectPsychophysiology2019,3.0.5,60.03105658378838,
,,,,,,,,,,,,,,,,,,,,,,,2,5.335791188001167,,,,,092,001,2019_Aug_29_1308,MusicAffectPsychophysiology2019,3.0.5,60.03105658378838,
,,,,,,,,,,,,,,,,,,,,,,,,,2,3.186359404004179,,,092,001,2019_Aug_29_1308,MusicAffectPsychophysiology2019,3.0.5,60.03105658378838,
To what extent did the music make you feel ,FRUSTRATED,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,1,2.0697837810148485,092,001,2019_Aug_29_1308,MusicAffectPsychophysiology2019,3.0.5,60.03105658378838,
To what extent did the music make you feel ,ACTIVE,,,,,,0,1,1,9,,,,,,,,,,,,,,,,,3,3.163845286995638,092,001,2019_Aug_29_1308,MusicAffectPsychophysiology2019,3.0.5,60.03105658378838,
To what extent did the music make you feel ,ANXIOUS ,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,3,4.229010321985697,092,001,2019_Aug_29_1308,MusicAffectPsychophysiology2019,3.0.5,60.03105658378838,
To what extent did the music make you feel ,SCARED,,,,,,0,3,3,11,,,,,,,,,,,,,,,,,1,1.4862200640200172,092,001,2019_Aug_29_1308,MusicAffectPsychophysiology2019,3.0.5,60.03105658378838,
To what extent did the music make you feel ,HAPPY,,,,,,0,4,4,6,,,,,,,,,,,,,,,,,1,3.201819958019769,092,001,2019_Aug_29_1308,MusicAffectPsychophysiology2019,3.0.5,60.03105658378838,
To what extent did the music make you feel ,SAD,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,2,2.185378628986655,092,001,2019_Aug_29_1308,MusicAffectPsychophysiology2019,3.0.5,60.03105658378838,
To what extent did the music make you feel ,GUILTY,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,1,1.2276608599931933,092,001,2019_Aug_29_1308,MusicAffectPsychophysiology2019,3.0.5,60.03105658378838,
To what extent did the music make you feel ,TENDER,,,,,,0,7,7,10,,,,,,,,,,,,,,,,,1,0.9695299989834893,092,001,2019_Aug_29_1308,MusicAffectPsychophysiology2019,3.0.5,60.03105658378838,
To what extent did the music make you feel ,EXCITED,,,,,,0,8,8,7,,,,,,,,,,,,,,,,,2,1.6193819910113234,092,001,2019_Aug_29_1308,MusicAffectPsychophysiology2019,3.0.5,60.03105658378838,
To what extent did the music make you feel ,ANGRY,,,,,,0,9,9,2,,,,,,,,,,,,,,,,,1,0.8365488760173321,092,001,2019_Aug_29_1308,MusicAffectPsychophysiology2019,3.0.5,60.03105658378838,
To what extent did the music make you feel ,ALERT,,,,,,0,10,10,8,,,,,,,,,,,,,,,,,1,1.1206444829877,092,001,2019_Aug_29_1308,MusicAffectPsychophysiology2019,3.0.5,60.03105658378838,
To what extent did the music make you feel ,ASHAMED,,,,,,0,11,11,4,,,,,,,,,,,,,,,,,1,0.8030653760069981,092,001,2019_Aug_29_1308,MusicAffectPsychophysiology2019,3.0.5,60.03105658378838,
To what extent did the music make you feel ,SAD,30MonoWAV/30MonoF2.wav,1,2,2,2,,,,,0,0,0,1,0,0,0,0,,,1,3.1677148260059766,1,3.8366185140039306,1,1.367689768987475,2,2.2237027649825905,092,001,2019_Aug_29_1308,MusicAffectPsychophysiology2019,3.0.5,60.03105658378838,
