Instruction,Word,song,valence,arousal,affectcat,songmark,pracwords.thisRepN,pracwords.thisTrialN,pracwords.thisN,pracwords.thisIndex,songtrials.thisRepN,songtrials.thisTrialN,songtrials.thisN,songtrials.thisIndex,words.thisRepN,words.thisTrialN,words.thisN,words.thisIndex,begin.keys,begin.rt,arousalkey.keys,arousalkey.rt,valencekey.keys,valencekey.rt,likekey.keys,likekey.rt,WordResponse.keys,WordResponse.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,return,9.844931497005746,,,,,,,,,,,081,001,2019_Aug_27_1507,MusicAffectPsychophysiology2019,3.0.5,59.91336837954141,
,,,,,,,,,,,,,,,,,,,,,4,3.943090214015683,,,,,,,,,081,001,2019_Aug_27_1507,MusicAffectPsychophysiology2019,3.0.5,59.91336837954141,
,,,,,,,,,,,,,,,,,,,,,,,4,3.032574945013039,,,,,,,081,001,2019_Aug_27_1507,MusicAffectPsychophysiology2019,3.0.5,59.91336837954141,
,,,,,,,,,,,,,,,,,,,,,,,,,5,3.488191637006821,,,,,081,001,2019_Aug_27_1507,MusicAffectPsychophysiology2019,3.0.5,59.91336837954141,
To what extent did the music make you feel ,HAPPY,,,,,,0,0,0,6,,,,,,,,,,,,,,,,,4,4.636261181993177,,,081,001,2019_Aug_27_1507,MusicAffectPsychophysiology2019,3.0.5,59.91336837954141,
To what extent did the music make you feel ,ALERT,,,,,,0,1,1,8,,,,,,,,,,,,,,,,,5,2.8860910669900477,,,081,001,2019_Aug_27_1507,MusicAffectPsychophysiology2019,3.0.5,59.91336837954141,
To what extent did the music make you feel ,TENDER,,,,,,0,2,2,10,,,,,,,,,,,,,,,,,3,4.001772985007847,,,081,001,2019_Aug_27_1507,MusicAffectPsychophysiology2019,3.0.5,59.91336837954141,
To what extent did the music make you feel ,ANGRY,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,1,1.9183030120038893,,,081,001,2019_Aug_27_1507,MusicAffectPsychophysiology2019,3.0.5,59.91336837954141,
To what extent did the music make you feel ,ACTIVE,,,,,,0,4,4,9,,,,,,,,,,,,,,,,,3,2.18319366601645,,,081,001,2019_Aug_27_1507,MusicAffectPsychophysiology2019,3.0.5,59.91336837954141,
To what extent did the music make you feel ,ASHAMED,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,1,2.1038138449948747,,,081,001,2019_Aug_27_1507,MusicAffectPsychophysiology2019,3.0.5,59.91336837954141,
To what extent did the music make you feel ,SAD,,,,,,0,6,6,0,,,,,,,,,,,,,,,,,2,2.386323707003612,,,081,001,2019_Aug_27_1507,MusicAffectPsychophysiology2019,3.0.5,59.91336837954141,
To what extent did the music make you feel ,GUILTY,,,,,,0,7,7,5,,,,,,,,,,,,,,,,,1,1.4518743689986877,,,081,001,2019_Aug_27_1507,MusicAffectPsychophysiology2019,3.0.5,59.91336837954141,
To what extent did the music make you feel ,EXCITED,,,,,,0,8,8,7,,,,,,,,,,,,,,,,,3,3.150524649012368,,,081,001,2019_Aug_27_1507,MusicAffectPsychophysiology2019,3.0.5,59.91336837954141,
To what extent did the music make you feel ,FRUSTRATED,,,,,,0,9,9,3,,,,,,,,,,,,,,,,,1,2.683988817007048,,,081,001,2019_Aug_27_1507,MusicAffectPsychophysiology2019,3.0.5,59.91336837954141,
